data,n,p,method,acc,sens,spec,auc,non-zeros
simulate10_10_0_4_data.csv,1000,20,Round_Med,0.874,0.9343936381709742,0.8128772635814889,0.955968414862935,19
simulate10_10_0_5_data.csv,1000,20,CPA,0.883,0.9270216962524654,0.8377281947261663,0.9581517977523595,19
simulate10_10_0_5_data.csv,1000,20,LR,0.882,0.8757396449704142,0.8884381338742393,0.9618805285836024,21
simulate10_10_0_5_data.csv,1000,20,Round,0.846,0.9723865877712031,0.716024340770791,0.9577357162003752,19
simulate10_10_0_5_data.csv,1000,20,Round_Med,0.872,0.9526627218934911,0.7890466531440162,0.9554312645278474,17
simulate0_10_0_1_data.csv,1000,10,CPA,0.859,0.9326530612244898,0.788235294117647,0.9544497799119647,11
simulate0_10_0_1_data.csv,1000,10,LR,0.872,0.8530612244897959,0.8901960784313725,0.9578591436574628,11
simulate0_10_0_1_data.csv,1000,10,Round,0.859,0.9326530612244898,0.788235294117647,0.9544497799119647,11
simulate0_10_0_1_data.csv,1000,10,Round_Med,0.833,0.9653061224489796,0.7058823529411765,0.9282232893157263,11
simulate10_0_5_5_data.csv,1000,10,CPA,0.624,0.6748466257668712,0.5753424657534246,0.6832486923671057,10
simulate10_0_5_5_data.csv,1000,10,LR,0.631,0.6094069529652352,0.6516634050880626,0.6956426910624742,11
simulate10_0_5_5_data.csv,1000,10,Round,0.63,0.5787321063394683,0.6790606653620352,0.6789646188755357,7
simulate10_0_5_5_data.csv,1000,10,Round_Med,0.638,0.7137014314928425,0.5655577299412916,0.6874007019397388,9
simulate10_0_5_4_data.csv,1000,10,CPA,0.59,0.856858846918489,0.3199195171026157,0.6443971982991388,4
simulate10_0_5_4_data.csv,1000,10,LR,0.636,0.6282306163021869,0.6438631790744467,0.7071834586045097,11
simulate10_0_5_4_data.csv,1000,10,Round,0.586,0.28429423459244535,0.8913480885311871,0.6558476105139786,5
simulate10_0_5_4_data.csv,1000,10,Round_Med,0.645,0.6978131212723658,0.5915492957746479,0.7016752603093711,10
simulate50_50_5_4_data.csv,1000,100,CPA,0.821,0.8669275929549902,0.7730061349693251,0.9061905962485842,58
simulate50_50_5_4_data.csv,1000,100,LR,0.861,0.8669275929549902,0.8548057259713702,0.9414076412983884,101
simulate50_50_5_4_data.csv,1000,100,Round,0.829,0.87279843444227,0.7832310838445807,0.915319014402971,60
simulate50_50_5_4_data.csv,1000,100,Round_Med,0.839,0.7632093933463796,0.918200408997955,0.9312947466573822,71
simulate50_50_5_5_data.csv,1000,100,CPA,0.819,0.8687872763419483,0.7686116700201208,0.9045585641083079,59
simulate50_50_5_5_data.csv,1000,100,LR,0.865,0.8648111332007953,0.8651911468812877,0.9412978867239221,100
simulate50_50_5_5_data.csv,1000,100,Round,0.837,0.8389662027833003,0.8350100603621731,0.9185150665423956,57
simulate50_50_5_5_data.csv,1000,100,Round_Med,0.832,0.7534791252485089,0.9114688128772636,0.9312555251989072,68
simulate50_50_10_10_data.csv,1000,100,CPA,0.753,0.8336594911937377,0.6687116564417178,0.8341197139415477,48
simulate50_50_10_10_data.csv,1000,100,LR,0.794,0.8062622309197651,0.7811860940695297,0.8747873971001964,101
simulate50_50_10_10_data.csv,1000,100,Round,0.658,0.3972602739726027,0.9304703476482618,0.8228742711472353,42
simulate50_50_10_10_data.csv,1000,100,Round_Med,0.728,0.5596868884540117,0.9038854805725971,0.8659471184053082,76
simulate5_5_0_9_data.csv,1000,10,CPA,0.845,0.8611670020120724,0.8290258449304175,0.9202171278166014,9
simulate5_5_0_9_data.csv,1000,10,LR,0.85,0.8390342052313883,0.8608349900596421,0.9241912708857518,11
simulate5_5_0_9_data.csv,1000,10,Round,0.847,0.8410462776659959,0.852882703777336,0.9172730218287859,9
simulate5_5_0_9_data.csv,1000,10,Round_Med,0.848,0.8108651911468813,0.8846918489065606,0.9170310131164722,8
simulate5_5_0_8_data.csv,1000,10,CPA,0.831,0.8612244897959184,0.8019607843137255,0.9210104041616646,10
simulate5_5_0_8_data.csv,1000,10,LR,0.825,0.8040816326530612,0.8450980392156863,0.9263245298119248,11
simulate5_5_0_8_data.csv,1000,10,Round,0.821,0.7387755102040816,0.9,0.9180212084833934,11
simulate5_5_0_8_data.csv,1000,10,Round_Med,0.831,0.8448979591836735,0.8176470588235294,0.9196438575430173,10
simulate10_0_3_1_data.csv,1000,10,CPA,0.634,0.8252032520325203,0.44881889763779526,0.6844432174636708,7
simulate10_0_3_1_data.csv,1000,10,LR,0.655,0.7134146341463414,0.5984251968503937,0.709067521285449,11
simulate10_0_3_1_data.csv,1000,10,Round,0.545,0.967479674796748,0.13582677165354332,0.6844432174636708,7
simulate10_0_3_1_data.csv,1000,10,Round_Med,0.638,0.491869918699187,0.7795275590551181,0.7015575987452789,9
simulate50_50_3_1_data.csv,1000,100,CPA,0.837,0.8816326530612245,0.7941176470588235,0.9202581032412965,61
simulate50_50_3_1_data.csv,1000,100,LR,0.929,0.9244897959183673,0.9333333333333333,0.979015606242497,101
simulate50_50_3_1_data.csv,1000,100,Round,0.909,0.8938775510204081,0.9235294117647059,0.9699519807923169,78
simulate50_50_3_1_data.csv,1000,100,Round_Med,0.893,0.8408163265306122,0.9431372549019608,0.963501400560224,72
simulate0_10_0_10_data.csv,1000,10,CPA,0.871,0.908203125,0.8319672131147541,0.9328173027663934,11
simulate0_10_0_10_data.csv,1000,10,LR,0.873,0.87890625,0.8668032786885246,0.9343681960809426,11
simulate0_10_0_10_data.csv,1000,10,Round,0.867,0.861328125,0.8729508196721312,0.9328173027663934,11
simulate0_10_0_10_data.csv,1000,10,Round_Med,0.869,0.908203125,0.8278688524590164,0.9127537461577869,10
simulate50_50_10_3_data.csv,1000,100,CPA,0.749,0.8201581027667985,0.6761133603238867,0.8170096493895121,41
simulate50_50_10_3_data.csv,1000,100,LR,0.776,0.7786561264822134,0.7732793522267206,0.8609039701717047,101
simulate50_50_10_3_data.csv,1000,100,Round,0.64,0.3181818181818182,0.9696356275303644,0.8068341841225136,36
simulate50_50_10_3_data.csv,1000,100,Round_Med,0.761,0.6996047430830039,0.8238866396761133,0.8521207053815749,75
simulate50_50_10_2_data.csv,1000,100,CPA,0.738,0.7607361963190185,0.7162426614481409,0.8160909880382106,52
simulate50_50_10_2_data.csv,1000,100,LR,0.799,0.7995910020449898,0.7984344422700587,0.8856326462007612,101
simulate50_50_10_2_data.csv,1000,100,Round,0.719,0.5010224948875256,0.9275929549902152,0.8427719016003746,45
simulate50_50_10_2_data.csv,1000,100,Round_Med,0.78,0.8507157464212679,0.7123287671232876,0.8767863646004668,75
simulate0_10_10_1_data.csv,1000,10,CPA,0.725,0.8443579766536965,0.5987654320987654,0.7977434308497863,9
simulate0_10_10_1_data.csv,1000,10,LR,0.73,0.754863813229572,0.7037037037037037,0.8143544538918512,11
simulate0_10_10_1_data.csv,1000,10,Round,0.704,0.5875486381322957,0.8271604938271605,0.7977434308497863,9
simulate0_10_10_1_data.csv,1000,10,Round_Med,0.704,0.5875486381322957,0.8271604938271605,0.7958859746040896,9
simulate10_10_10_4_data.csv,1000,20,CPA,0.704,0.7988165680473372,0.6064908722109533,0.7813011350224645,12
simulate10_10_10_4_data.csv,1000,20,LR,0.73,0.7455621301775148,0.7139959432048681,0.7995047029217728,21
simulate10_10_10_4_data.csv,1000,20,Round,0.587,0.20512820512820512,0.9797160243407708,0.7757540477933675,11
simulate10_10_10_4_data.csv,1000,20,Round_Med,0.703,0.8126232741617357,0.59026369168357,0.7902868962316614,15
simulate10_10_10_5_data.csv,1000,20,CPA,0.71,0.8165322580645161,0.6051587301587301,0.7992831541218639,11
simulate10_10_10_5_data.csv,1000,20,LR,0.736,0.7338709677419355,0.7380952380952381,0.8215605798771123,21
simulate10_10_10_5_data.csv,1000,20,Round,0.71,0.8165322580645161,0.6051587301587301,0.7992831541218639,11
simulate10_10_10_5_data.csv,1000,20,Round_Med,0.739,0.6350806451612904,0.8412698412698413,0.8162342389912954,15
simulate5_5_0_3_data.csv,1000,10,CPA,0.787,0.8712273641851107,0.7037773359840954,0.8779836074098668,7
simulate5_5_0_3_data.csv,1000,10,LR,0.805,0.7987927565392354,0.8111332007952287,0.8860478977243181,11
simulate5_5_0_3_data.csv,1000,10,Round,0.799,0.806841046277666,0.7912524850894632,0.8751855066782405,7
simulate5_5_0_3_data.csv,1000,10,Round_Med,0.787,0.8712273641851107,0.7037773359840954,0.8779836074098668,7
simulate5_5_0_2_data.csv,1000,10,CPA,0.818,0.9520153550863724,0.6722338204592901,0.9258772474645273,9
simulate5_5_0_2_data.csv,1000,10,LR,0.836,0.8253358925143954,0.8475991649269311,0.9289727078566592,11
simulate5_5_0_2_data.csv,1000,10,Round,0.831,0.817658349328215,0.8455114822546973,0.9245749502121743,9
simulate5_5_0_2_data.csv,1000,10,Round_Med,0.817,0.9616122840690979,0.6597077244258872,0.9165147319872256,8
simulate10_0_10_7_data.csv,1000,10,CPA,0.525,0.8979591836734694,0.16666666666666666,0.532312925170068,2
simulate10_0_10_7_data.csv,1000,10,LR,0.602,0.6122448979591837,0.592156862745098,0.6237054821928772,11
simulate10_0_10_7_data.csv,1000,10,Round,0.51,0.0,1.0,0.532312925170068,2
simulate10_0_10_7_data.csv,1000,10,Round_Med,0.604,0.7142857142857143,0.4980392156862745,0.6172368947579031,10
simulate0_10_5_10_data.csv,1000,10,CPA,0.796,0.8560157790927022,0.7342799188640974,0.8870758668699066,11
simulate0_10_5_10_data.csv,1000,10,LR,0.801,0.8007889546351085,0.8012170385395537,0.8918227972682647,11
simulate0_10_5_10_data.csv,1000,10,Round,0.78,0.8974358974358975,0.6592292089249493,0.885079475577213,11
simulate0_10_5_10_data.csv,1000,10,Round_Med,0.743,0.9625246548323472,0.5172413793103449,0.8593084244511926,10
simulate10_0_10_6_data.csv,1000,10,CPA,0.508,0.9959677419354839,0.027777777777777776,0.5602838581669227,3
simulate10_0_10_6_data.csv,1000,10,LR,0.61,0.5645161290322581,0.6547619047619048,0.6324724782386073,11
simulate10_0_10_6_data.csv,1000,10,Round,0.595,0.5564516129032258,0.6329365079365079,0.6035626280081925,4
simulate10_0_10_6_data.csv,1000,10,Round_Med,0.6,0.5725806451612904,0.626984126984127,0.6302423355094726,9
simulate5_5_3_7_data.csv,1000,10,CPA,0.799,0.872,0.726,0.896678,9
simulate5_5_3_7_data.csv,1000,10,LR,0.827,0.832,0.822,0.9054719999999999,11
simulate5_5_3_7_data.csv,1000,10,Round,0.827,0.826,0.828,0.897474,10
simulate5_5_3_7_data.csv,1000,10,Round_Med,0.819,0.78,0.858,0.886224,8
simulate5_5_3_6_data.csv,1000,10,CPA,0.709,0.8744769874476988,0.5574712643678161,0.7911196075602367,7
simulate5_5_3_6_data.csv,1000,10,LR,0.734,0.6903765690376569,0.7739463601532567,0.8125831609996954,11
simulate5_5_3_6_data.csv,1000,10,Round,0.734,0.7133891213389121,0.7528735632183908,0.7988806329053046,7
simulate5_5_3_6_data.csv,1000,10,Round_Med,0.702,0.4916317991631799,0.8946360153256705,0.7888772663877265,7
simulate5_5_10_8_data.csv,1000,10,CPA,0.734,0.8279352226720648,0.642292490118577,0.7821786337232562,6
simulate5_5_10_8_data.csv,1000,10,LR,0.728,0.7854251012145749,0.6719367588932806,0.7987890256196893,11
simulate5_5_10_8_data.csv,1000,10,Round,0.69,0.5546558704453441,0.8221343873517787,0.7821786337232562,6
simulate5_5_10_8_data.csv,1000,10,Round_Med,0.727,0.757085020242915,0.6976284584980237,0.7938603158854876,8
simulate5_5_10_9_data.csv,1000,10,CPA,0.721,0.7050209205020921,0.735632183908046,0.7940773337180782,6
simulate5_5_10_9_data.csv,1000,10,LR,0.737,0.6589958158995816,0.8084291187739464,0.8083890411837318,11
simulate5_5_10_9_data.csv,1000,10,Round,0.729,0.6820083682008368,0.7720306513409961,0.8000789528527228,7
simulate5_5_10_9_data.csv,1000,10,Round_Med,0.696,0.8326359832635983,0.5708812260536399,0.8053631831225253,8
simulate5_5_5_3_data.csv,1000,10,CPA,0.791,0.849609375,0.7295081967213115,0.8798968205686476,8
simulate5_5_5_3_data.csv,1000,10,LR,0.796,0.794921875,0.7971311475409836,0.8873871349897541,11
simulate5_5_5_3_data.csv,1000,10,Round,0.769,0.916015625,0.6147540983606558,0.8822021484375001,9
simulate5_5_5_3_data.csv,1000,10,Round_Med,0.768,0.646484375,0.8954918032786885,0.8610459624743853,7
simulate5_5_5_2_data.csv,1000,10,CPA,0.816,0.891213389121339,0.7471264367816092,0.9011386043379984,7
simulate5_5_5_2_data.csv,1000,10,LR,0.816,0.8326359832635983,0.8007662835249042,0.9078576123374853,11
simulate5_5_5_2_data.csv,1000,10,Round,0.807,0.7322175732217573,0.8754789272030651,0.9011386043379984,7
simulate5_5_5_2_data.csv,1000,10,Round_Med,0.795,0.702928870292887,0.8793103448275862,0.8957301335385306,7
simulate50_50_0_4_data.csv,1000,100,CPA,0.842,0.9255533199195171,0.7594433399602386,0.9341776303946941,27
simulate50_50_0_4_data.csv,1000,100,LR,1.0,1.0,1.0,1.0,101
simulate50_50_0_4_data.csv,1000,100,Round,1.0,1.0,1.0,1.0,101
simulate50_50_0_4_data.csv,1000,100,Round_Med,0.913,0.8309859154929577,0.9940357852882704,0.9818453464324717,76
simulate50_50_0_5_data.csv,1000,100,CPA,0.882,0.9145833333333333,0.8519230769230769,0.9620773237179489,55
simulate50_50_0_5_data.csv,1000,100,LR,1.0,1.0,1.0,1.0,101
simulate50_50_0_5_data.csv,1000,100,Round,1.0,1.0,1.0,1.0,101
simulate50_50_0_5_data.csv,1000,100,Round_Med,0.91,0.8333333333333334,0.9807692307692307,0.9395092147435897,73
simulate10_0_10_10_data.csv,1000,10,CPA,0.622,0.7555555555555555,0.4910891089108911,0.6684588458845884,5
simulate10_0_10_10_data.csv,1000,10,LR,0.629,0.6505050505050505,0.6079207920792079,0.6867526752675268,11
simulate10_0_10_10_data.csv,1000,10,Round,0.606,0.33131313131313134,0.8752475247524752,0.6684588458845884,5
simulate10_0_10_10_data.csv,1000,10,Round_Med,0.629,0.6606060606060606,0.598019801980198,0.6816661666166618,9
simulate5_5_10_2_data.csv,1000,10,CPA,0.736,0.7924151696606786,0.6793587174348698,0.7757731030924123,6
simulate5_5_10_2_data.csv,1000,10,LR,0.737,0.7904191616766467,0.6833667334669339,0.7949551798207192,11
simulate5_5_10_2_data.csv,1000,10,Round,0.735,0.782435129740519,0.687374749498998,0.7795631182524729,6
simulate5_5_10_2_data.csv,1000,10,Round_Med,0.735,0.7864271457085829,0.6833667334669339,0.7881611526446105,8
simulate5_5_10_3_data.csv,1000,10,CPA,0.665,0.9464285714285714,0.3790322580645161,0.7694632456477215,6
simulate5_5_10_3_data.csv,1000,10,LR,0.72,0.6944444444444444,0.7459677419354839,0.788522465437788,11
simulate5_5_10_3_data.csv,1000,10,Round,0.565,0.16666666666666666,0.969758064516129,0.7694632456477215,6
simulate5_5_10_3_data.csv,1000,10,Round_Med,0.707,0.6091269841269841,0.8064516129032258,0.7819120423707117,7
simulate10_0_0_5_data.csv,1000,10,CPA,0.612,0.8239845261121856,0.38509316770186336,0.665359155183392,8
simulate10_0_0_5_data.csv,1000,10,LR,0.644,0.6789168278529981,0.6066252587991718,0.6823167581724473,11
simulate10_0_0_5_data.csv,1000,10,Round,0.617,0.6073500967117988,0.6273291925465838,0.6550912855260681,7
simulate10_0_0_5_data.csv,1000,10,Round_Med,0.602,0.390715667311412,0.8281573498964804,0.6769805895615331,9
simulate10_0_0_4_data.csv,1000,10,CPA,0.546,0.9402390438247012,0.14859437751004015,0.5883894142306277,4
simulate10_0_0_4_data.csv,1000,10,LR,0.606,0.5916334661354582,0.6204819277108434,0.6529464471431543,11
simulate10_0_0_4_data.csv,1000,10,Round,0.541,0.1254980079681275,0.9598393574297188,0.6185558968943503,5
simulate10_0_0_4_data.csv,1000,10,Round_Med,0.608,0.5956175298804781,0.6204819277108434,0.6500844013504217,9
simulate0_10_5_1_data.csv,1000,10,CPA,0.769,0.900398406374502,0.6365461847389559,0.8745479927678843,9
simulate0_10_5_1_data.csv,1000,10,LR,0.798,0.7689243027888446,0.8273092369477911,0.882922126754028,10
simulate0_10_5_1_data.csv,1000,10,Round,0.789,0.7888446215139442,0.7891566265060241,0.8716999471991551,9
simulate0_10_5_1_data.csv,1000,10,Round_Med,0.746,0.9163346613545816,0.5742971887550201,0.8725259604153667,9
simulate10_10_5_4_data.csv,1000,20,CPA,0.806,0.8701825557809331,0.7435897435897436,0.8948833971458406,12
simulate10_10_5_4_data.csv,1000,20,LR,0.809,0.8113590263691683,0.8067061143984221,0.9052474284959853,21
simulate10_10_5_4_data.csv,1000,20,Round,0.806,0.8701825557809331,0.7435897435897436,0.8948833971458406,12
simulate10_10_5_4_data.csv,1000,20,Round_Med,0.809,0.8073022312373225,0.8106508875739645,0.9007425455389256,13
simulate10_10_5_5_data.csv,1000,20,CPA,0.788,0.8674698795180723,0.7091633466135459,0.8769960319365109,14
simulate10_10_5_5_data.csv,1000,20,LR,0.802,0.8052208835341366,0.798804780876494,0.8859921758748139,21
simulate10_10_5_5_data.csv,1000,20,Round,0.797,0.8192771084337349,0.7749003984063745,0.877820045120722,14
simulate10_10_5_5_data.csv,1000,20,Round_Med,0.797,0.6907630522088354,0.9023904382470119,0.8753760060160962,14
simulate10_10_10_10_data.csv,1000,20,CPA,0.741,0.8477842003853564,0.6257796257796258,0.819138836479877,8
simulate10_10_10_10_data.csv,1000,20,LR,0.737,0.7475915221579962,0.7255717255717256,0.8327184454352085,21
simulate10_10_10_10_data.csv,1000,20,Round,0.655,0.3834296724470135,0.9480249480249481,0.819138836479877,8
simulate10_10_10_10_data.csv,1000,20,Round_Med,0.739,0.7321772639691715,0.7463617463617463,0.8312302965482157,15
simulate0_10_3_4_data.csv,1000,10,CPA,0.814,0.893574297188755,0.7350597609561753,0.9018464295428726,11
simulate0_10_3_4_data.csv,1000,10,LR,0.829,0.8012048192771084,0.8565737051792829,0.9081745307924927,11
simulate0_10_3_4_data.csv,1000,10,Round,0.828,0.8232931726907631,0.8326693227091634,0.9027024432390918,11
simulate0_10_3_4_data.csv,1000,10,Round_Med,0.826,0.7730923694779116,0.8784860557768924,0.8946803148850382,10
simulate0_10_3_5_data.csv,1000,10,CPA,0.857,0.8957055214723927,0.8199608610567515,0.9321431572881274,11
simulate0_10_3_5_data.csv,1000,10,LR,0.865,0.8711656441717791,0.8590998043052838,0.9351246003065483,11
simulate0_10_3_5_data.csv,1000,10,Round,0.857,0.8895705521472392,0.8258317025440313,0.9299480948779209,11
simulate0_10_3_5_data.csv,1000,10,Round_Med,0.827,0.9304703476482618,0.7279843444227005,0.913634198952293,10
simulate5_5_5_9_data.csv,1000,10,CPA,0.803,0.8672032193158954,0.7395626242544732,0.8841818305458997,9
simulate5_5_5_9_data.csv,1000,10,LR,0.806,0.8008048289738431,0.8111332007952287,0.8909620746346868,11
simulate5_5_5_9_data.csv,1000,10,Round,0.797,0.8430583501006036,0.7514910536779325,0.8818497465908773,8
simulate5_5_5_9_data.csv,1000,10,Round_Med,0.795,0.7243460764587525,0.8648111332007953,0.8759755351192642,7
simulate10_0_3_10_data.csv,1000,10,CPA,0.592,0.8369781312127237,0.3440643863179074,0.6365549159769752,5
simulate10_0_3_10_data.csv,1000,10,LR,0.615,0.6520874751491054,0.5774647887323944,0.6626378549627787,11
simulate10_0_3_10_data.csv,1000,10,Round,0.614,0.7236580516898609,0.5030181086519114,0.628690632862783,4
simulate10_0_3_10_data.csv,1000,10,Round_Med,0.611,0.7137176938369781,0.5070422535211268,0.6610697985127465,9
simulate5_5_5_8_data.csv,1000,10,CPA,0.828,0.8991935483870968,0.7579365079365079,0.9097322228622632,9
simulate5_5_5_8_data.csv,1000,10,LR,0.841,0.844758064516129,0.8373015873015873,0.9152345750128008,11
simulate5_5_5_8_data.csv,1000,10,Round,0.828,0.8991935483870968,0.7579365079365079,0.9097322228622632,9
simulate5_5_5_8_data.csv,1000,10,Round_Med,0.832,0.7661290322580645,0.8968253968253969,0.90741207437276,9
simulate10_10_3_1_data.csv,1000,20,CPA,0.852,0.8941908713692946,0.8127413127413128,0.9305740239350196,15
simulate10_10_3_1_data.csv,1000,20,LR,0.861,0.8443983402489627,0.8764478764478765,0.9385223249331135,21
simulate10_10_3_1_data.csv,1000,20,Round,0.84,0.7572614107883817,0.916988416988417,0.9295306717505888,14
simulate10_10_3_1_data.csv,1000,20,Round_Med,0.841,0.9045643153526971,0.7818532818532818,0.9320439289318957,13
simulate50_50_10_7_data.csv,1000,100,CPA,0.727,0.808,0.646,0.803734,36
simulate50_50_10_7_data.csv,1000,100,LR,0.759,0.756,0.762,0.8493280000000001,101
simulate50_50_10_7_data.csv,1000,100,Round,0.683,0.456,0.91,0.790872,32
simulate50_50_10_7_data.csv,1000,100,Round_Med,0.761,0.726,0.796,0.842934,78
simulate50_50_10_6_data.csv,1000,100,CPA,0.745,0.806910569105691,0.6850393700787402,0.8331872959477626,46
simulate50_50_10_6_data.csv,1000,100,LR,0.765,0.766260162601626,0.7637795275590551,0.8667498879713208,101
simulate50_50_10_6_data.csv,1000,100,Round,0.751,0.7317073170731707,0.7696850393700787,0.830862700851418,42
simulate50_50_10_6_data.csv,1000,100,Round_Med,0.767,0.7154471544715447,0.8169291338582677,0.8595660489085205,74
simulate0_10_10_5_data.csv,1000,10,CPA,0.704,0.8472505091649695,0.5658153241650294,0.7954677315450206,10
simulate0_10_10_5_data.csv,1000,10,LR,0.73,0.6680244399185336,0.7897838899803536,0.8082718800891489,11
simulate0_10_10_5_data.csv,1000,10,Round,0.724,0.5845213849287169,0.8585461689587426,0.7954677315450206,10
simulate0_10_10_5_data.csv,1000,10,Round_Med,0.725,0.5641547861507128,0.8801571709233792,0.7822154378018478,10
simulate0_10_10_4_data.csv,1000,10,CPA,0.709,0.8464730290456431,0.581081081081081,0.8031128342331662,9
simulate0_10_10_4_data.csv,1000,10,LR,0.748,0.7344398340248963,0.7606177606177607,0.8242582386773257,11
simulate0_10_10_4_data.csv,1000,10,Round,0.731,0.6078838174273858,0.8455598455598455,0.8031128342331662,9
simulate0_10_10_4_data.csv,1000,10,Round_Med,0.709,0.8464730290456431,0.581081081081081,0.8139268491965587,9
simulate10_10_0_10_data.csv,1000,20,CPA,0.872,0.9239766081871345,0.8172484599589322,0.9510048792984057,17
simulate10_10_0_10_data.csv,1000,20,LR,0.884,0.8908382066276803,0.8767967145790554,0.9562744415224692,21
simulate10_10_0_10_data.csv,1000,20,Round,0.867,0.8245614035087719,0.9117043121149897,0.9511669888844858,17
simulate10_10_0_10_data.csv,1000,20,Round_Med,0.867,0.8245614035087719,0.9117043121149897,0.9501162786043365,17
simulate10_10_10_1_data.csv,1000,20,CPA,0.707,0.8492063492063492,0.5625,0.7764536930363544,10
simulate10_10_10_1_data.csv,1000,20,LR,0.732,0.7301587301587301,0.7338709677419355,0.8014332917306709,21
simulate10_10_10_1_data.csv,1000,20,Round,0.706,0.8035714285714286,0.6068548387096774,0.7771217357910907,11
simulate10_10_10_1_data.csv,1000,20,Round_Med,0.721,0.7738095238095238,0.6673387096774194,0.7920606918842805,17
simulate5_5_0_7_data.csv,1000,10,CPA,0.851,0.9291497975708503,0.7747035573122529,0.9336164407674704,8
simulate5_5_0_7_data.csv,1000,10,LR,0.856,0.902834008097166,0.8102766798418972,0.9385331487734234,11
simulate5_5_0_7_data.csv,1000,10,Round,0.851,0.9291497975708503,0.7747035573122529,0.9336164407674704,8
simulate5_5_0_7_data.csv,1000,10,Round_Med,0.843,0.8582995951417004,0.8280632411067194,0.9369969275575684,8
simulate5_5_0_6_data.csv,1000,10,CPA,0.757,0.8252032520325203,0.6909448818897638,0.821938416234556,9
simulate5_5_0_6_data.csv,1000,10,LR,0.769,0.7601626016260162,0.7775590551181102,0.8359520037129505,11
simulate5_5_0_6_data.csv,1000,10,Round,0.762,0.7113821138211383,0.8110236220472441,0.8303165610396261,9
simulate5_5_0_6_data.csv,1000,10,Round_Med,0.74,0.5772357723577236,0.8976377952755905,0.8257914025990654,9
simulate0_10_0_4_data.csv,1000,10,CPA,0.864,0.8623481781376519,0.8656126482213439,0.941753612520203,11
simulate0_10_0_4_data.csv,1000,10,LR,0.865,0.8441295546558705,0.8853754940711462,0.9450800915331808,11
simulate0_10_0_4_data.csv,1000,10,Round,0.859,0.8178137651821862,0.8992094861660079,0.9405814437278968,11
simulate0_10_0_4_data.csv,1000,10,Round_Med,0.82,0.9190283400809717,0.7233201581027668,0.8986053991774815,10
simulate0_10_0_5_data.csv,1000,10,CPA,0.883,0.918580375782881,0.8502879078694817,0.949292552061837,11
simulate0_10_0_5_data.csv,1000,10,LR,0.885,0.8893528183716075,0.8809980806142035,0.9536101683369463,11
simulate0_10_0_5_data.csv,1000,10,Round,0.887,0.8872651356993737,0.8867562380038387,0.9492685096510244,11
simulate0_10_0_5_data.csv,1000,10,Round_Med,0.873,0.8392484342379958,0.9040307101727447,0.9243625755833289,11
simulate10_0_5_1_data.csv,1000,10,CPA,0.603,0.7692307692307693,0.43204868154158216,0.6433380942664761,6
simulate10_0_5_1_data.csv,1000,10,LR,0.631,0.6351084812623274,0.6267748478701826,0.6664986337322115,11
simulate10_0_5_1_data.csv,1000,10,Round,0.589,0.3767258382642998,0.8073022312373225,0.6149205244227869,4
simulate10_0_5_1_data.csv,1000,10,Round_Med,0.622,0.6410256410256411,0.6024340770791075,0.6600853767338398,10
simulate10_10_0_1_data.csv,1000,20,CPA,0.892,0.9438877755511023,0.8403193612774451,0.9630578522314089,16
simulate10_10_0_1_data.csv,1000,20,LR,0.888,0.8817635270541082,0.8942115768463074,0.9672178688714754,21
simulate10_10_0_1_data.csv,1000,20,Round,0.888,0.8717434869739479,0.9041916167664671,0.963181852727411,15
simulate10_10_0_1_data.csv,1000,20,Round_Med,0.874,0.8016032064128257,0.9461077844311377,0.9612078448313793,15
simulate50_50_5_1_data.csv,1000,100,CPA,0.795,0.8597194388777555,0.7305389221556886,0.8882375529502118,49
simulate50_50_5_1_data.csv,1000,100,LR,0.881,0.8877755511022044,0.874251497005988,0.9580398321593286,101
simulate50_50_5_1_data.csv,1000,100,Round,0.85,0.8857715430861723,0.8143712574850299,0.940879763519054,64
simulate50_50_5_1_data.csv,1000,100,Round_Med,0.869,0.8096192384769539,0.9281437125748503,0.9502738010952043,79
simulate10_0_3_5_data.csv,1000,10,CPA,0.642,0.7935871743486974,0.49101796407185627,0.7000288001152004,8
simulate10_0_3_5_data.csv,1000,10,LR,0.657,0.6452905811623246,0.6686626746506986,0.7255589022356089,11
simulate10_0_3_5_data.csv,1000,10,Round,0.597,0.9378757515030061,0.25748502994011974,0.6990207960831843,7
simulate10_0_3_5_data.csv,1000,10,Round_Med,0.659,0.7274549098196392,0.590818363273453,0.7174468697874791,9
simulate10_0_3_4_data.csv,1000,10,CPA,0.599,0.8799212598425197,0.3089430894308943,0.6872359323986941,6
simulate10_0_3_4_data.csv,1000,10,LR,0.654,0.6417322834645669,0.6666666666666666,0.7153111196466294,11
simulate10_0_3_4_data.csv,1000,10,Round,0.652,0.47244094488188976,0.8373983739837398,0.6872359323986941,6
simulate10_0_3_4_data.csv,1000,10,Round_Med,0.66,0.5984251968503937,0.7235772357723578,0.7050744990717625,8
simulate50_50_3_10_data.csv,1000,100,CPA,0.875,0.9077568134171907,0.8451242829827916,0.9521106661696149,63
simulate50_50_3_10_data.csv,1000,100,LR,0.936,0.9287211740041929,0.9426386233269598,0.9867479586805681,101
simulate50_50_3_10_data.csv,1000,100,Round,0.88,0.9811320754716981,0.7877629063097514,0.9810038040493684,77
simulate50_50_3_10_data.csv,1000,100,Round_Med,0.795,0.5723270440251572,0.9980879541108987,0.9760894051813638,67
